,loan_amnt,emp_length,home_ownership,annual_inc,loan_status,addr_state,dti,revol_util,total_acc,chargeoff_within_12_mths,pub_rec_bankruptcies,total_bal_ex_mort,approval
43167,18725.0,1.0,RENT,115000.0,Fully Paid,MN,22.86,95.4,17.0,0.0,0.0,38771.0,0
43171,11500.0,10.0,RENT,39000.0,Fully Paid,NY,28.12,76.4,14.0,0.0,0.0,34578.0,0
43172,27050.0,3.0,RENT,65000.0,Charged Off,CA,22.8,89.6,16.0,0.0,0.0,43918.0,1
43178,11000.0,7.0,RENT,33000.0,Fully Paid,IN,20.51,58.9,19.0,0.0,1.0,16429.0,0
43180,8000.0,10.0,RENT,77000.0,Fully Paid,NJ,9.35,63.0,22.0,0.0,0.0,17257.0,0
43184,4800.0,1.0,RENT,20800.0,Charged Off,IL,14.85,37.9,14.0,0.0,0.0,9578.0,1
43185,16800.0,10.0,RENT,61000.0,Fully Paid,NJ,19.08,55.4,14.0,0.0,1.0,32735.0,0
43186,18000.0,10.0,MORTGAGE,40000.0,Charged Off,KS,22.05,50.1,24.0,0.0,0.0,30965.0,1
43188,12000.0,10.0,OWN,77000.0,Fully Paid,NY,5.27,42.2,18.0,0.0,0.0,9411.0,0
43189,5000.0,5.0,RENT,40000.0,Fully Paid,IL,5.82,51.2,7.0,0.0,1.0,6095.0,0
43192,9600.0,5.0,RENT,29000.0,Fully Paid,MA,16.89,29.3,37.0,0.0,0.0,10583.0,0
43194,6000.0,7.0,RENT,50000.0,Fully Paid,VA,11.57,73.5,10.0,0.0,0.0,20414.0,0
43195,8000.0,5.0,RENT,74500.0,Fully Paid,TX,12.78,36.6,6.0,0.0,0.0,31785.0,0
43196,5000.0,10.0,OWN,35000.0,Fully Paid,FL,9.36,21.8,29.0,0.0,1.0,7039.0,0
43198,11625.0,5.0,OWN,30000.0,Charged Off,FL,27.8,56.0,26.0,0.0,0.0,49064.0,1
43204,9600.0,3.0,RENT,59336.0,Fully Paid,NH,16.46,61.1,31.0,0.0,0.0,18987.0,0
43207,9000.0,2.0,RENT,32000.0,Fully Paid,OH,34.88,89.9,20.0,0.0,0.0,33288.0,0
43209,20000.0,4.0,MORTGAGE,100000.0,Charged Off,NY,17.3,60.6,24.0,0.0,0.0,44383.0,1
43212,21000.0,1.0,MORTGAGE,61000.0,Fully Paid,TN,12.91,75.2,27.0,0.0,1.0,17427.0,0
43216,7000.0,5.0,RENT,75000.0,Fully Paid,NY,22.67,30.7,17.0,0.0,0.0,31435.0,0
43219,24000.0,1.0,OWN,65000.0,Fully Paid,NY,13.2,47.0,19.0,0.0,1.0,18663.0,0
43221,8500.0,2.0,RENT,60000.0,Fully Paid,AZ,18.86,54.3,26.0,0.0,0.0,29404.0,0
43223,10000.0,3.0,MORTGAGE,60000.0,Fully Paid,CO,11.34,50.7,18.0,0.0,0.0,42735.0,0
43229,7000.0,10.0,RENT,70000.0,Fully Paid,NH,3.43,35.4,21.0,0.0,0.0,4819.0,0
43230,9000.0,3.0,OWN,39000.0,Fully Paid,NY,11.05,70.7,21.0,0.0,0.0,9538.0,0
43231,18200.0,10.0,OWN,53000.0,Fully Paid,VA,22.78,56.8,20.0,0.0,0.0,31175.0,0
43233,17875.0,6.0,RENT,41000.0,Fully Paid,FL,14.72,46.0,20.0,0.0,0.0,17404.0,0
43236,15000.0,7.0,MORTGAGE,150000.0,Fully Paid,NJ,6.72,13.4,42.0,0.0,0.0,21035.0,0
43253,10500.0,2.0,RENT,44950.1,Fully Paid,NH,17.54,79.2,17.0,0.0,0.0,33986.0,0
43258,3000.0,6.0,RENT,33000.0,Fully Paid,NV,15.42,62.5,7.0,0.0,0.0,16503.0,0
43260,2000.0,6.0,RENT,39000.0,Fully Paid,GA,21.48,53.6,15.0,0.0,1.0,17296.0,0
43262,10000.0,10.0,RENT,60000.0,Fully Paid,GA,16.18,54.3,12.0,0.0,0.0,31132.0,0
43264,11000.0,1.0,RENT,32000.0,Charged Off,CA,5.25,34.7,19.0,0.0,0.0,7598.0,1
43270,3500.0,3.0,RENT,38000.0,Fully Paid,NV,27.45,20.9,38.0,0.0,1.0,19753.0,0
43271,9600.0,7.0,RENT,42000.0,Fully Paid,FL,29.51,73.2,38.0,0.0,0.0,46886.0,0
43272,11700.0,10.0,RENT,56000.0,Charged Off,IL,22.57,77.6,20.0,0.0,1.0,37444.0,1
43276,19600.0,10.0,MORTGAGE,50000.0,Fully Paid,OR,11.02,81.3,13.0,0.0,0.0,14510.0,0
43279,10500.0,10.0,RENT,98000.0,Fully Paid,FL,3.0,37.5,24.0,0.0,0.0,7307.0,0
43282,12000.0,1.0,RENT,150000.0,Fully Paid,NC,4.95,60.9,25.0,0.0,0.0,12430.0,0
43283,10000.0,2.0,OWN,48000.0,Fully Paid,MI,19.5,59.4,23.0,0.0,1.0,30336.0,0
43285,10000.0,1.0,RENT,35000.0,Fully Paid,KS,27.64,48.1,52.0,0.0,0.0,46534.0,0
43296,16000.0,7.0,RENT,79000.0,Fully Paid,NJ,6.84,51.1,15.0,0.0,0.0,17743.0,0
43297,9600.0,10.0,RENT,55000.0,Fully Paid,CA,22.21,89.2,14.0,0.0,1.0,34305.0,0
43298,15000.0,9.0,RENT,44200.0,Charged Off,MO,22.9,56.8,29.0,0.0,0.0,20446.0,1
43300,12000.0,8.0,RENT,70000.0,Fully Paid,MD,25.1,21.1,31.0,0.0,0.0,49196.0,0
43304,17000.0,2.0,RENT,75000.0,Fully Paid,CO,5.74,47.9,17.0,0.0,1.0,13798.0,0
43315,24000.0,8.0,MORTGAGE,90000.0,Fully Paid,MD,2.21,24.8,46.0,0.0,2.0,3401.0,0
43316,7200.0,8.0,RENT,100000.0,Fully Paid,NY,8.46,48.8,26.0,0.0,0.0,21084.0,0
43318,11000.0,10.0,RENT,117000.0,Fully Paid,CA,10.66,45.1,32.0,0.0,0.0,23416.0,0
43321,4000.0,10.0,MORTGAGE,67000.0,Charged Off,MD,10.62,88.6,24.0,0.0,0.0,7973.0,1
43324,28000.0,10.0,RENT,58000.0,Fully Paid,CA,2.63,1.1,9.0,0.0,0.0,4674.0,0
43327,16000.0,10.0,RENT,95000.0,Fully Paid,NJ,13.15,94.2,18.0,0.0,1.0,22777.0,0
43328,12000.0,10.0,MORTGAGE,82000.0,Fully Paid,CA,17.39,39.5,54.0,0.0,1.0,48254.0,0
43334,10000.0,5.0,RENT,32000.0,Fully Paid,NY,31.54,40.1,25.0,0.0,1.0,29621.0,0
43336,8575.0,10.0,RENT,36000.0,Fully Paid,FL,25.43,26.4,50.0,0.0,1.0,38514.0,0
43338,7500.0,10.0,MORTGAGE,115000.0,Fully Paid,NY,5.8,13.5,8.0,0.0,0.0,22791.0,0
43341,15000.0,1.0,RENT,84000.0,Fully Paid,CA,17.91,49.6,22.0,0.0,0.0,49730.0,0
43342,2400.0,10.0,RENT,25000.0,Charged Off,FL,17.91,50.8,14.0,0.0,0.0,23902.0,1
43347,24575.0,5.0,RENT,70000.0,Fully Paid,CA,14.52,55.9,24.0,0.0,0.0,20797.0,0
43351,6250.0,10.0,MORTGAGE,79000.0,Fully Paid,NJ,7.82,51.6,36.0,0.0,1.0,8585.0,0
43354,5000.0,7.0,MORTGAGE,34500.0,Charged Off,OR,20.52,43.9,23.0,0.0,0.0,37413.0,1
43356,12000.0,1.0,RENT,50000.0,Fully Paid,MA,14.35,43.3,25.0,0.0,0.0,33067.0,0
43358,13475.0,1.0,RENT,57500.0,Charged Off,CA,9.29,87.5,12.0,0.0,0.0,19251.0,1
43359,7300.0,8.0,RENT,52000.0,Fully Paid,NY,23.79,39.8,25.0,0.0,1.0,38302.0,0
43361,20000.0,10.0,RENT,70000.0,Charged Off,IN,12.03,63.8,21.0,0.0,1.0,27045.0,1
43364,10950.0,7.0,RENT,58000.0,Fully Paid,TX,19.53,36.4,27.0,0.0,0.0,25634.0,0
43366,10000.0,4.0,RENT,48000.0,Fully Paid,CA,7.68,88.0,17.0,0.0,1.0,7831.0,0
43370,14000.0,8.0,MORTGAGE,87000.0,Charged Off,WI,16.86,72.2,24.0,0.0,1.0,42330.0,1
43371,19425.0,2.0,RENT,45000.0,Charged Off,MO,27.23,86.4,28.0,0.0,1.0,37144.0,1
43376,17325.0,3.0,MORTGAGE,48250.0,Fully Paid,KS,15.95,98.6,10.0,0.0,1.0,22112.0,0
43381,12000.0,1.0,RENT,35000.0,Fully Paid,SC,22.36,75.8,20.0,0.0,1.0,24638.0,0
43384,15000.0,6.0,RENT,77000.0,Fully Paid,UT,11.72,75.0,22.0,0.0,0.0,30417.0,0
43385,13000.0,9.0,RENT,44500.0,Fully Paid,IL,26.29,28.9,16.0,0.0,1.0,14819.0,0
43386,8875.0,3.0,RENT,22300.0,Fully Paid,CA,7.64,34.2,5.0,0.0,0.0,3864.0,0
43387,6000.0,4.0,RENT,36192.0,Charged Off,AZ,28.75,87.6,14.0,0.0,0.0,46278.0,1
43394,7200.0,5.0,RENT,40000.0,Fully Paid,GA,27.15,67.2,9.0,0.0,2.0,42010.0,0
43397,12000.0,9.0,RENT,43000.0,Fully Paid,CA,16.57,37.7,15.0,0.0,0.0,23319.0,0
43403,10800.0,10.0,RENT,75000.0,Fully Paid,NC,12.27,41.7,23.0,0.0,1.0,21820.0,0
43404,8000.0,9.0,RENT,37000.0,Fully Paid,OH,26.18,38.6,19.0,0.0,0.0,28156.0,0
43409,15000.0,3.0,RENT,49000.0,Charged Off,CO,18.59,53.8,35.0,0.0,0.0,29662.0,1
43410,15000.0,10.0,RENT,76000.0,Charged Off,NY,4.16,46.7,12.0,0.0,0.0,9636.0,1
43412,35000.0,10.0,MORTGAGE,150000.0,Fully Paid,MD,9.46,21.7,38.0,0.0,1.0,30356.0,0
43415,2000.0,10.0,MORTGAGE,40000.0,Fully Paid,NV,20.37,13.0,22.0,0.0,0.0,36012.0,0
43416,14000.0,1.0,RENT,125000.0,Fully Paid,KY,4.69,68.7,38.0,0.0,0.0,23503.0,0
43423,11900.0,4.0,RENT,32000.0,Fully Paid,KS,19.52,85.1,20.0,0.0,0.0,28093.0,0
43425,10000.0,6.0,MORTGAGE,31000.0,Fully Paid,OH,27.02,53.6,22.0,0.0,0.0,48506.0,0
43426,3500.0,10.0,RENT,90000.0,Fully Paid,CT,7.23,82.7,13.0,0.0,1.0,8777.0,0
43427,4525.0,5.0,MORTGAGE,25000.0,Fully Paid,OH,25.2,35.6,16.0,0.0,1.0,15780.0,0
43428,5000.0,4.0,MORTGAGE,129000.0,Fully Paid,GA,10.5,59.2,6.0,0.0,0.0,39787.0,0
43432,13000.0,1.0,RENT,33000.0,Fully Paid,TX,9.89,55.8,12.0,0.0,0.0,12376.0,0
43433,3400.0,1.0,OWN,45000.0,Fully Paid,OH,25.25,82.3,23.0,0.0,0.0,41047.0,0
43434,10000.0,10.0,MORTGAGE,66000.0,Fully Paid,RI,12.05,40.8,36.0,0.0,1.0,36663.0,0
43435,9000.0,1.0,RENT,35000.0,Fully Paid,AZ,24.94,47.3,28.0,0.0,0.0,22331.0,0
43439,7375.0,5.0,MORTGAGE,42000.0,Fully Paid,NY,11.6,51.5,5.0,0.0,0.0,19105.0,0
43441,9600.0,10.0,RENT,53000.0,Fully Paid,NY,21.51,69.5,27.0,0.0,0.0,33841.0,0
43442,5200.0,3.0,MORTGAGE,48000.0,Fully Paid,NY,22.23,57.9,34.0,0.0,0.0,40462.0,0
43443,23000.0,10.0,RENT,60000.0,Fully Paid,MN,23.02,28.9,25.0,0.0,0.0,32177.0,0
43444,6250.0,7.0,MORTGAGE,50000.0,Fully Paid,TX,18.29,22.7,23.0,0.0,1.0,32326.0,0
43445,7500.0,3.0,RENT,51000.0,Fully Paid,GA,8.61,39.9,32.0,0.0,0.0,45081.0,0
43446,11625.0,1.0,OWN,40200.0,Fully Paid,UT,24.91,67.0,13.0,0.0,0.0,36426.0,0
43447,6500.0,10.0,RENT,78000.0,Fully Paid,NY,11.05,25.8,14.0,0.0,0.0,21496.0,0
43449,8500.0,7.0,OWN,83000.0,Charged Off,VA,7.14,11.2,22.0,0.0,2.0,45720.0,1
43453,6000.0,2.0,RENT,50000.0,Fully Paid,IL,11.47,86.4,15.0,0.0,0.0,34842.0,0
43459,10000.0,1.0,RENT,67000.0,Fully Paid,FL,14.72,57.0,38.0,0.0,1.0,13654.0,0
43462,9000.0,10.0,MORTGAGE,62000.0,Fully Paid,TN,4.9,40.6,21.0,0.0,0.0,8846.0,0
43463,19200.0,7.0,RENT,62000.0,Fully Paid,MI,21.51,40.3,34.0,0.0,0.0,36349.0,0
43464,5000.0,2.0,MORTGAGE,30000.0,Charged Off,TN,8.92,40.6,16.0,0.0,0.0,4362.0,1
43469,7000.0,3.0,RENT,52000.0,Fully Paid,CA,8.12,27.3,14.0,0.0,0.0,16092.0,0
43470,8725.0,1.0,RENT,26000.0,Fully Paid,WV,25.76,72.8,24.0,0.0,0.0,13447.0,0
43472,7900.0,6.0,RENT,32000.0,Fully Paid,PA,14.93,21.8,16.0,0.0,0.0,8829.0,0
43474,14400.0,1.0,RENT,41000.0,Fully Paid,OH,19.85,88.6,10.0,0.0,0.0,30059.0,0
43476,9000.0,5.0,RENT,60000.0,Fully Paid,IN,3.04,41.7,27.0,0.0,0.0,4834.0,0
43478,6900.0,7.0,RENT,45000.0,Fully Paid,CA,33.09,22.2,21.0,0.0,0.0,45986.0,0
43482,15000.0,6.0,RENT,89000.0,Fully Paid,WA,16.05,84.6,24.0,0.0,0.0,30402.0,0
43483,7000.0,10.0,MORTGAGE,140000.0,Fully Paid,NH,13.31,45.1,41.0,0.0,0.0,39341.0,0
43484,20000.0,5.0,RENT,62000.0,Fully Paid,MO,16.01,41.5,15.0,0.0,0.0,34058.0,0
43486,7125.0,6.0,MORTGAGE,31000.0,Charged Off,CA,28.73,44.0,6.0,0.0,0.0,19661.0,1
43488,10000.0,7.0,MORTGAGE,40000.0,Fully Paid,OH,16.62,46.9,13.0,0.0,1.0,16612.0,0
43490,18000.0,7.0,OWN,45000.0,Fully Paid,NV,22.93,49.0,34.0,0.0,0.0,20318.0,0
43494,25000.0,5.0,RENT,85000.0,Fully Paid,WV,15.16,51.4,37.0,0.0,0.0,35224.0,0
43495,4800.0,5.0,RENT,55000.0,Fully Paid,TN,12.79,32.9,41.0,0.0,1.0,21704.0,0
43496,7000.0,8.0,MORTGAGE,51000.0,Charged Off,WA,25.01,81.8,14.0,0.0,0.0,38867.0,1
43498,6000.0,6.0,MORTGAGE,30000.0,Fully Paid,CA,15.4,42.6,15.0,0.0,0.0,4441.0,0
43499,3500.0,3.0,MORTGAGE,27000.0,Fully Paid,NJ,18.8,93.5,23.0,0.0,0.0,25066.0,0
43507,9125.0,10.0,RENT,28000.0,Fully Paid,LA,14.53,91.5,14.0,0.0,1.0,6679.0,0
43512,14400.0,10.0,RENT,65000.0,Fully Paid,OR,8.79,98.3,10.0,0.0,0.0,8859.0,0
43513,8500.0,8.0,RENT,62000.0,Fully Paid,NH,11.54,53.1,18.0,0.0,0.0,12983.0,0
43519,4375.0,4.0,RENT,25000.0,Charged Off,KY,12.0,66.5,5.0,0.0,0.0,10104.0,1
43520,8000.0,9.0,RENT,90000.0,Fully Paid,NY,9.31,39.2,26.0,1.0,0.0,43580.0,0
43522,16000.0,9.0,RENT,74000.0,Fully Paid,VA,15.26,32.9,13.0,0.0,0.0,32610.0,0
43526,10000.0,5.0,MORTGAGE,70000.0,Fully Paid,IL,17.95,78.5,20.0,0.0,0.0,30125.0,0
43534,2000.0,3.0,RENT,20000.0,Fully Paid,AR,23.21,62.6,22.0,0.0,0.0,9979.0,0
43536,6075.0,1.0,RENT,30000.0,Charged Off,CA,13.88,48.9,13.0,0.0,0.0,7429.0,1
43537,10000.0,3.0,RENT,30000.0,Fully Paid,OH,21.72,53.0,20.0,0.0,1.0,13803.0,0
43538,8000.0,4.0,RENT,60000.0,Fully Paid,CA,20.82,69.9,15.0,0.0,0.0,36322.0,0
43539,5000.0,2.0,RENT,30000.0,Charged Off,CA,3.4,38.7,9.0,0.0,0.0,3674.0,1
43543,25000.0,6.0,RENT,80000.0,Fully Paid,CA,10.49,96.0,13.0,0.0,0.0,25830.0,0
43544,10000.0,10.0,MORTGAGE,45000.0,Fully Paid,CA,18.21,59.8,25.0,0.0,1.0,18228.0,0
43550,23000.0,10.0,RENT,99000.0,Fully Paid,PA,22.93,42.5,42.0,0.0,0.0,47179.0,0
43551,8875.0,10.0,RENT,50000.0,Fully Paid,IL,21.15,58.2,37.0,0.0,0.0,31296.0,0
43552,9000.0,10.0,RENT,81000.0,Fully Paid,CA,9.23,32.7,25.0,0.0,0.0,32012.0,0
43557,10000.0,9.0,RENT,87000.0,Fully Paid,NY,10.66,43.0,23.0,0.0,0.0,24447.0,0
43561,10000.0,2.0,RENT,24000.0,Fully Paid,AZ,13.25,88.9,10.0,0.0,0.0,2222.0,0
43562,8000.0,10.0,RENT,45000.0,Fully Paid,CT,21.12,49.0,23.0,0.0,0.0,28437.0,0
43563,9000.0,10.0,RENT,36000.0,Fully Paid,WI,30.6,59.1,26.0,0.0,0.0,28576.0,0
43571,14000.0,9.0,RENT,50000.0,Fully Paid,TX,16.87,56.0,12.0,0.0,1.0,19854.0,0
43572,10000.0,1.0,RENT,50000.0,Charged Off,IN,21.61,67.0,16.0,0.0,0.0,27871.0,1
43573,7125.0,10.0,RENT,65000.0,Fully Paid,NY,2.66,17.4,24.0,0.0,1.0,1684.0,0
43577,14400.0,3.0,RENT,75000.0,Fully Paid,IL,18.7,60.1,26.0,0.0,0.0,48668.0,0
43579,13200.0,6.0,RENT,72704.0,Fully Paid,MA,7.77,53.8,37.0,0.0,0.0,23741.0,0
43580,9500.0,6.0,RENT,37500.0,Fully Paid,FL,23.9,92.5,27.0,0.0,0.0,30863.0,0
43581,15850.0,9.0,RENT,40000.0,Fully Paid,TX,32.76,39.3,39.0,0.0,0.0,35157.0,0
43583,16000.0,10.0,MORTGAGE,90000.0,Fully Paid,TX,17.55,88.0,54.0,0.0,0.0,49418.0,0
43585,3000.0,1.0,RENT,63000.0,Fully Paid,CA,15.28,36.0,34.0,0.0,0.0,30827.0,0
43586,22250.0,3.0,RENT,54000.0,Charged Off,CA,16.81,12.6,17.0,0.0,0.0,25753.0,1
43591,12000.0,3.0,MORTGAGE,32400.0,Fully Paid,WA,22.67,22.5,21.0,0.0,0.0,23067.0,0
43592,1800.0,10.0,RENT,41000.0,Fully Paid,CA,17.1,56.3,8.0,0.0,0.0,18317.0,0
43597,13475.0,5.0,OWN,47000.0,Charged Off,NJ,7.23,59.7,11.0,0.0,0.0,12360.0,1
43598,5000.0,3.0,RENT,35000.0,Charged Off,FL,17.76,25.0,40.0,0.0,0.0,41727.0,1
43600,8725.0,7.0,RENT,35000.0,Fully Paid,MI,32.27,57.2,30.0,0.0,0.0,12843.0,0
43601,17000.0,10.0,RENT,60000.0,Fully Paid,TN,19.12,60.0,39.0,0.0,0.0,24459.0,0
43604,10000.0,10.0,MORTGAGE,70000.0,Fully Paid,CA,5.75,28.9,24.0,0.0,0.0,7278.0,0
43606,7000.0,4.0,OWN,90000.0,Fully Paid,FL,7.76,68.3,19.0,0.0,0.0,17431.0,0
43608,10000.0,10.0,RENT,48000.0,Fully Paid,NJ,27.45,24.3,44.0,0.0,0.0,22070.0,0
43611,8900.0,2.0,RENT,32000.0,Charged Off,UT,24.53,79.6,15.0,0.0,0.0,12426.0,1
43621,18000.0,8.0,RENT,111500.0,Fully Paid,CA,26.88,83.4,22.0,0.0,0.0,31496.0,0
43623,7200.0,2.0,RENT,40000.0,Fully Paid,AL,12.48,19.0,17.0,0.0,0.0,22510.0,0
43624,16000.0,10.0,RENT,43000.0,Charged Off,NH,12.15,41.2,17.0,0.0,1.0,14764.0,1
43625,14000.0,10.0,OWN,40000.0,Fully Paid,NJ,28.24,34.2,23.0,0.0,0.0,26163.0,0
43627,6400.0,1.0,RENT,104000.0,Fully Paid,MA,5.31,57.2,17.0,0.0,0.0,15066.0,0
43628,10600.0,6.0,RENT,30000.0,Fully Paid,CO,21.16,29.0,26.0,0.0,0.0,47393.0,0
43629,12175.0,1.0,RENT,28000.0,Fully Paid,OR,18.99,54.1,16.0,0.0,0.0,16934.0,0
43632,8700.0,7.0,RENT,130000.0,Fully Paid,FL,10.71,65.3,20.0,0.0,0.0,47850.0,0
43639,16800.0,8.0,RENT,50000.0,Charged Off,NJ,6.87,34.9,18.0,0.0,1.0,10659.0,1
43641,10000.0,5.0,RENT,35000.0,Fully Paid,CA,6.93,54.4,13.0,0.0,0.0,10861.0,0
43647,10000.0,1.0,RENT,60000.0,Fully Paid,MA,13.53,71.9,17.0,0.0,0.0,33655.0,0
43648,6000.0,2.0,RENT,88000.0,Fully Paid,NY,8.07,15.3,25.0,0.0,0.0,32991.0,0
43651,14000.0,10.0,MORTGAGE,100000.0,Fully Paid,NY,8.92,60.2,35.0,0.0,0.0,28419.0,0
43652,8000.0,1.0,RENT,60000.0,Fully Paid,CA,14.96,31.8,19.0,0.0,0.0,32249.0,0
43653,19200.0,10.0,RENT,70000.0,Fully Paid,NY,10.65,24.1,34.0,0.0,1.0,18185.0,0
43655,10000.0,1.0,MORTGAGE,46000.0,Fully Paid,IL,13.25,75.1,20.0,0.0,0.0,12862.0,0
43660,5500.0,3.0,RENT,62000.0,Fully Paid,PA,22.78,53.3,20.0,0.0,0.0,45554.0,0
43664,20550.0,10.0,RENT,48000.0,Fully Paid,CA,29.13,61.1,14.0,0.0,0.0,34393.0,0
43669,25000.0,9.0,RENT,70000.0,Fully Paid,UT,15.62,72.6,30.0,0.0,0.0,30608.0,0
43671,30000.0,10.0,RENT,82000.0,Fully Paid,CA,17.47,41.9,37.0,0.0,0.0,22838.0,0
43672,21250.0,4.0,RENT,52000.0,Fully Paid,MA,15.69,34.1,24.0,0.0,0.0,29010.0,0
43678,20000.0,10.0,RENT,106000.0,Fully Paid,NJ,6.29,46.4,42.0,0.0,0.0,19018.0,0
43680,12000.0,3.0,RENT,48000.0,Fully Paid,DE,23.58,63.0,18.0,0.0,0.0,17442.0,0
43684,10000.0,10.0,MORTGAGE,63000.0,Fully Paid,OR,16.08,13.5,41.0,0.0,1.0,45678.0,0
43690,8000.0,4.0,RENT,47024.0,Fully Paid,GA,12.02,88.0,16.0,0.0,0.0,9906.0,0
43691,14125.0,1.0,RENT,35000.0,Fully Paid,OH,20.37,69.9,14.0,0.0,0.0,18284.0,0
43693,10000.0,10.0,OWN,53000.0,Charged Off,TN,21.44,84.4,45.0,0.0,0.0,43565.0,1
43694,15850.0,10.0,OWN,39000.0,Fully Paid,FL,32.63,72.3,21.0,0.0,0.0,29609.0,0
43697,7000.0,10.0,RENT,48000.0,Fully Paid,NJ,2.7,28.9,14.0,0.0,0.0,3039.0,0
43701,17000.0,5.0,RENT,50000.0,Fully Paid,FL,8.5,73.2,30.0,0.0,0.0,22208.0,0
43702,29000.0,3.0,RENT,120000.0,Fully Paid,NY,9.06,92.2,10.0,0.0,0.0,29184.0,0
43703,5000.0,5.0,MORTGAGE,38000.0,Fully Paid,OH,17.59,29.5,18.0,0.0,0.0,24157.0,0
43709,7250.0,10.0,RENT,39000.0,Fully Paid,MI,12.31,3.5,23.0,0.0,0.0,11094.0,0
43713,14000.0,9.0,RENT,61000.0,Charged Off,NY,8.2,61.3,9.0,0.0,0.0,12941.0,1
43720,28000.0,10.0,MORTGAGE,64000.0,Fully Paid,MN,22.09,53.0,13.0,0.0,0.0,30674.0,0
43726,15000.0,6.0,RENT,80000.0,Fully Paid,OR,3.24,25.6,11.0,0.0,0.0,6062.0,0
43727,5200.0,10.0,MORTGAGE,55000.0,Fully Paid,UT,6.11,41.7,26.0,0.0,1.0,9150.0,0
43730,10000.0,7.0,RENT,33000.0,Fully Paid,OH,29.02,74.1,18.0,0.0,1.0,24929.0,0
43733,14400.0,10.0,MORTGAGE,84000.0,Fully Paid,VA,9.19,79.1,15.0,0.0,0.0,12897.0,0
43734,6000.0,2.0,RENT,34000.0,Fully Paid,TX,20.76,70.6,23.0,0.0,0.0,18367.0,0
43735,17875.0,10.0,RENT,43000.0,Fully Paid,CA,25.26,86.2,13.0,0.0,0.0,28091.0,0
43742,5000.0,10.0,MORTGAGE,54000.0,Fully Paid,MN,25.56,29.1,34.0,0.0,1.0,22396.0,0
43744,17500.0,10.0,OWN,40000.0,Fully Paid,TX,21.36,34.7,58.0,0.0,0.0,34676.0,0
43749,14000.0,6.0,RENT,52000.0,Charged Off,FL,27.93,62.6,18.0,0.0,0.0,45559.0,1
43751,4375.0,4.0,RENT,50000.0,Fully Paid,NY,3.74,35.8,8.0,0.0,0.0,3903.0,0
43754,15250.0,9.0,RENT,50000.0,Fully Paid,WA,20.98,59.3,22.0,0.0,0.0,35504.0,0
43756,10000.0,7.0,RENT,59836.0,Fully Paid,NY,4.85,62.7,12.0,0.0,0.0,8586.0,0
43757,12000.0,10.0,MORTGAGE,65000.0,Fully Paid,MI,18.76,62.8,24.0,0.0,0.0,33400.0,0
43760,10175.0,10.0,RENT,38400.0,Fully Paid,CA,29.19,30.8,27.0,0.0,0.0,21164.0,0
43761,12000.0,1.0,RENT,82000.0,Fully Paid,NY,11.87,58.5,25.0,0.0,0.0,32028.0,0
43764,10000.0,3.0,RENT,50000.0,Fully Paid,GA,8.96,39.8,12.0,0.0,0.0,15111.0,0
43765,8875.0,5.0,MORTGAGE,55000.0,Fully Paid,SC,20.23,74.9,28.0,0.0,1.0,40232.0,0
43769,16450.0,10.0,OWN,54000.0,Charged Off,NY,24.24,57.9,17.0,0.0,1.0,25532.0,1
43773,20000.0,9.0,RENT,70000.0,Fully Paid,CA,28.26,38.1,20.0,0.0,0.0,32434.0,0
43778,11400.0,1.0,RENT,52000.0,Fully Paid,LA,9.83,82.8,13.0,0.0,0.0,11256.0,0
43779,30000.0,10.0,RENT,95000.0,Charged Off,NV,18.77,94.9,25.0,0.0,0.0,35931.0,1
43780,11200.0,2.0,RENT,42000.0,Fully Paid,TX,27.23,44.9,30.0,0.0,0.0,48005.0,0
43782,15000.0,10.0,OWN,57000.0,Fully Paid,TX,18.4,38.5,18.0,0.0,0.0,25159.0,0
43785,16000.0,7.0,MORTGAGE,45000.0,Fully Paid,NC,27.12,56.4,24.0,0.0,0.0,35769.0,0
43789,12000.0,2.0,RENT,45798.0,Fully Paid,VA,22.82,72.3,23.0,0.0,0.0,39867.0,0
43792,7000.0,5.0,RENT,80000.0,Fully Paid,CT,8.93,59.8,7.0,0.0,0.0,11749.0,0
43796,10000.0,10.0,MORTGAGE,79800.0,Fully Paid,TX,13.85,45.5,33.0,0.0,0.0,35301.0,0
43801,6000.0,10.0,RENT,60000.0,Fully Paid,MN,15.96,66.0,39.0,0.0,0.0,13134.0,0
43806,7000.0,9.0,RENT,63000.0,Charged Off,NY,11.87,62.2,30.0,0.0,0.0,25166.0,1
43812,10000.0,6.0,RENT,65000.0,Fully Paid,OH,13.48,52.9,16.0,0.0,0.0,41970.0,0
43815,6325.0,4.0,RENT,42000.0,Fully Paid,PA,7.8,75.6,6.0,0.0,0.0,12412.0,0
43818,9900.0,3.0,RENT,45379.53,Fully Paid,UT,7.25,49.9,11.0,0.0,0.0,31898.0,0
43819,10000.0,10.0,RENT,94000.0,Fully Paid,MI,11.08,32.7,30.0,0.0,0.0,30039.0,0
43820,5000.0,3.0,RENT,43000.0,Fully Paid,VA,3.13,23.5,15.0,0.0,0.0,3575.0,0
43821,10625.0,6.0,RENT,32000.0,Fully Paid,FL,26.22,84.7,14.0,0.0,0.0,22768.0,0
43822,8500.0,5.0,RENT,30000.0,Fully Paid,TN,26.0,59.6,25.0,0.0,0.0,23417.0,0
